name,street,housenumber,postcode,city,opening_hours,brand,type,payment_credit_card,payment_debit_cards,payment_cash,payment_contactless,wheelchair,internet_access,layer,phone,email,website,latitude,longitude,source
Lidl,Berliner Straße,26/27,10715,Berlin,Mo-Sa 08:00-22:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.486780547250305,13.324942240795117,
Edeka Berliner Straße,Berliner Straße,25,10715,Berlin,Mo 07:00-24:00; Tu-Fr 00:00-24:00; Sa 00:00-23:00,Edeka,,,,,,yes,,,+493086391920,,https://www.edeka.de/eh/minden-hannover/edeka-berliner-straße-berliner-str.-24-25/index.jsp,52.48692968684796,13.325544356957794,
Netto Marken-Discount,Gerichtstraße,60-61,13347,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,yes,yes,,,yes,wlan,,,,https://www.netto-online.de/filialen/Berlin-Wedding/Reinickendorfer-Strasse-16/7610/,52.54389415704751,13.37091512439144,
Netto Marken-Discount,Holzhauser Straße,48,13509,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Tegel/Holzhauser-Str-48/7687/,52.57916020383855,13.301588143391461,
Aldi,Holzhauser Straße,26-32,13509,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de,52.577797772140634,13.298865370517165,
Netto Marken-Discount,Hänselstraße,71,12437,Berlin,"Mo-Sa 07:00-20:00; Su,PH off",Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Treptow/Haenselstr-71/7512/,52.470612651035246,13.479347048502243,
NORMA,Märkische Allee,344a,12689,Berlin,Mo-Sa 07:00-21:00,NORMA,,,,,,yes,,,,,,52.566876354101225,13.563151450221927,
Lidl,Seeburger Straße,18,13581,Berlin,"Mo-Sa 07:00-21:00; Su,PH off",Lidl,,,,,,yes,,,+49 800 4353361,,https://www.lidl.de/filialen/berlin-spandau/spandau-seeburger-str-18.html,52.52842017531814,13.188119309375372,
Netto Marken-Discount,Attilastraße,60,12105,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Tempelhof/Attilastr-60/7737/,52.448679612955125,13.362701825520848,
Lidl,Kaiser-Wilhelm-Straße,127,12247,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.44101665458868,13.353178474521302,
Aldi,Josef-Orlopp-Straße,22-24,10367,Berlin,Mo-Sa 07:00-20:00,Aldi Nord,,,,,,yes,,,,,,52.5224148618218,13.48420586456228,
Netto Marken-Discount,Straße der Pariser Kommune,10,10243,Berlin,Mo-Sa 07:00-22:00; PH off,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Friedrichshain/Str-d-Pariser-Kommune10/7770/,52.51046657518123,13.43770361716054,
Kaufland,Romain-Rolland-Straße,13,13089,Berlin,Mo-Sa 07:00-22:00,Kaufland,,,,,,yes,,,+49 30 4790740,,https://www.kaufland.de/,52.563951764286536,13.444916929070615,
Rewe,Bartningallee,3,10557,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,yes,,yes,wlan,,,,https://www.rewe.de/marktseite/berlin-hansaviertel/440960/rewe-markt-bartningallee-3/,52.518802664183404,13.342285603414691,
Netto Marken-Discount,Gounodstraße,92,13088,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Weissensee/Gounodstr-92/7604/,52.54790630273995,13.46437801114359,
Lidl,Prenzlauer Promenade,65-67,13089,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.567463361235845,13.42856275975803,
EDEKA Schnelle,Andreasstraße,59,10243,Berlin,Mo-Sa 07:00-21:00,Edeka,,,,,,yes,,,,,https://www.edeka.de/eh/minden-hannover/edeka-schnelle-andreasstr.-59/index.jsp,52.51487097667842,13.431260913313983,
Lidl,Späthstraße,162,12359,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/f/berlin-neukoelln/britz-spaethstr-162.html,52.45321503701129,13.454751918332997,
Aldi,Späthstraße,15,12359,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,+49 0800 7234870,,,52.452262582888125,13.4557116155999,
Netto Marken-Discount,Späthstraße,12,12359,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,,,,+49 30 60259531,,https://www.netto-online.de/filialen/Berlin-Rudow/Spaethstr-12/7746/,52.45217893469217,13.454993869439397,
Aldi,Salchendorfer Weg,1,13583,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,,52.54606330052231,13.1778660604801,
EDEKA,Falkenseer Chaussee,239,13583,Berlin,"Mo-Sa 07:00-22:00; PH,Su off",EDEKA,,,,,,yes,,,,,,52.54814683438073,13.177103814218903,
Aldi,Kreuzbergstraße,39,10965,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,,52.49029373352611,13.375008196788333,
Lidl,Gutschmidtstraße,101,12359,,Mo-Sa 07:00-21:00,Lidl,,,,,,limited,,,,,,52.439439525533814,13.436724883808845,
Netto,Schnellerstraße,88,12439,Berlin,"Mo-Sa 08:00-20:00; Su,PH off",Netto,,,,,,yes,,,,,,52.45259744010089,13.529885335306275,
Lidl,Kaiser-Wilhelm-Straße,6,12247,Berlin,Mo-Sa 08:00-20:00,Lidl,,,,,,yes,,,,,,52.430336532319124,13.333105388939359,
Kaufland,Schöneberger Straße,7,12103,Berlin,Mo-Sa 07:00-22:00,Kaufland,,,,,,yes,,,+49 30 7109610,,https://filiale.kaufland.de/service/filiale/berlin-tempelhof-1960.html,52.46805953320563,13.37704863334237,
Netto,Müllerstraße,10-11,13353,Berlin,Mo-Sa 08:00-21:00,Netto,,,,,,yes,,,,,https://www.netto.de/,52.54255917814132,13.367671777015785,
Doppelpack SB-Markt,Lahnstraße,33,12055,Berlin,Mo-Fr 08:00-18:00; Sa 09:00-16:00,,,,,,,,,,,,http://www.doppel-pack.de/,52.46774857273114,13.44873794318976,
Aldi,Hildburghauser Straße,248,12207,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/hildburghauser-strasse-248/3181372,52.41983448838553,13.314451459723992,
EDEKA Colombino,Hildburghauser Straße,252,12207,Berlin,Mo-Sa 08:00-20:00,Edeka,,,,,,yes,,,+49 30 206131910,,https://www.edeka.de/eh/minden-hannover/edeka-colombino-hildburghauser-str.-244-252/index.jsp,52.420868685475206,13.313886423552933,
Penny,Tempelhofer Damm,24,12101,Berlin,Mo-Sa 06:30-22:00,Penny,,,,,,yes,,,,,,52.48088359277201,13.384899727601947,
Lidl,Prinzenallee,75-77,13357,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,limited,,,+49 800 4353361,,https://www.lidl.de/,52.55516072748797,13.382456835440532,
Aldi,Rüdersdorfer Straße,65,10243,Berlin,Mo-Sa 07:00-22:00,Aldi Nord,,,,,,yes,,,,,,52.5111144538517,13.445554174502384,
Lidl,Säntisstraße,49,12277,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,+49 800 4353361,,https://www.lidl.de/filialen/berlin-tempelhof-schoeneberg/marienfelde-saentisstr-49.html,52.41917163613341,13.390739068754097,
Aldi,Richard-Tauber-Damm,6,12277,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/richard-tauber-damm-6/3180597,52.41852355618415,13.390776654842096,
REWE,Köthener Straße,1-3,12689,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,+49 30 93022672,,,52.568557819744214,13.55678193049376,
Netto Marken-Discount,,,,,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Tegel/Scharnweberstr-120/7697/,52.564804646795906,13.321952366864197,
Lidl,Roedernallee,49;50,13407,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.58632383706948,13.342233647049591,
REWE,Brodowiner Ring,8,12679,Berlin,Mo-Sa 07:00-22:00,REWE,,,,,,yes,,,,,,52.550247426152275,13.578361216889938,
Kaufland,Residenzstraße,85,13409,Berlin,Mo-Fr 07:00-24:00; Sa 07:00-23:30,Kaufland,,,,,,yes,,,+49 30 499870870,,https://www.kaufland.de/,52.558987955374576,13.37360539441305,
Lidl,Friedrich-Karl-Straße,2,13403,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.56468066500238,13.329587435604992,
Netto Marken-Discount,Mollstraße,19,10249,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Mitte/Mollstr-19/7674/,52.52349948685317,13.426495042376276,
Netto Marken-Discount,Schillingstraße,1A,10179,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,wlan,,,,https://www.netto-online.de/filialen/Berlin-Mitte/Schillingstrasse-1-a/7545/,52.516791217604236,13.42030544114406,
Aldi,Dorfstraße,22,13059,Berlin,Mo-Sa 07:00-20:00,ALDI Nord,,,,,,yes,,,,,,52.575302705771435,13.519581461323266,
Intermarkt Stolitschniy,Landsberger Allee,116,10369,Berlin,Mo-Sa 08:00-21:00,,,,,,,yes,,,,,,52.52866764761008,13.45960909806148,
CAP-Markt,Robert-Siewert-Straße,97,10318,Berlin,"Mo-Fr 07:00-20:00, Sa 07:00-16:00",CAP,,,,,,yes,,,+493050012604,,https://www.cap-markt.de/,52.493213584501554,13.537329259961668,
EDEKA,Wiesbadener Straße,53-55,14197,Berlin,Mo-Fr 08:00-24:00; Sa 08:00-23:00,EDEKA,,yes,,yes,,yes,,,,edeka.wiesbadenerstrasse@minden.edeka.de,,52.473476891308714,13.302274855383677,
Rewe,Am Tierpark,68,10319,Berlin,Mo-Sa 07:00-22:00; PH off,Rewe,,,,,,yes,,,,,,52.49833152856191,13.52168479322256,
Lidl,Grabbeallee,27/29,13156,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,+49 800 4353361,,https://www.lidl.de/,52.573760694585516,13.3985496797334,
Lidl,Kiefholzstraße,386,12435,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,wlan,,+49 800 4353361,,https://www.lidl.de/filialen/berlin-treptow-koepenick/plaenterwald-kiefholzstr-386.html,52.4843996786163,13.461774658750992,
Aldi,Winckelmannstraße,42,12487,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/winckelmannstrasse-38-42/3180576,52.44220166324047,13.505663907603033,
Lidl,,,,,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.54553427056737,13.575636491604945,
EDEKA Brieger Straße,Brieger Straße,1,12249,Berlin,"Mo-Sa 07:00-21:00; Su,PH off",Edeka,,,,,,yes,,,+49 30 76689643,,https://www.edeka.de/eh/minden-hannover/edeka-brieger-stra%C3%9Fe-brieger-str.-1/index-2.jsp,52.43324942102259,13.359816135874752,
Lidl,Teltower Damm,295,14167,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.406823081015965,13.26934735171235,
Aldi,Verlängerte Waldowallee,44,10318,Berlin,Mo-Sa 08:00-20:00,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de,52.47675437269956,13.536889976743169,
Aldi,Greifswalder Straße,168,10409,Berlin,"Mo-Sa 07:00-21:00; Su,PH off",Aldi Nord,,,,,,limited,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/greifswalder-strasse-168/3181909,52.54135789450067,13.43708817193971,
Netto Marken-Discount,Seegefelder Weg,466,13591,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,,52.55011241423922,13.128434544474535,
REWE,Rummelsburger Straße,16,12459,Berlin,Mo-Sa 06:00-22:00,Rewe,,,,,,yes,wlan,,+49 30 53010764,,https://www.rewe.de,52.4692849875889,13.512470853582286,
Aldi,Rummelsburger Straße,16,12459,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de,52.468479774769364,13.513060786465829,
Lidl,Holzhauser Straße,168,13509,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.58625056523647,13.316841767222334,
Lidl,Frankfurter Allee,208-212,10365,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,,,,52.51115387331209,13.492086252451859,
Netto Marken-Discount,,,13125,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,limited,,,,,https://www.netto-online.de/filialen/Berlin-Karow/Bucher-Chaussee-Nr-6/7594/,52.616263597828215,13.486591423783878,
REWE,Weitlingstraße,59,10317,Berlin,Mo-Sa 06:00-23:30,Rewe,,,,,,yes,yes,,+49 30 52279324,,https://www.rewe.de/,52.50541305605136,13.496277130046025,
Netto,Chemnitzer Straße,90,12621,Berlin,Mo-Sa 08:00-20:00; PH off,Netto,,,,,,yes,,,+49 180 2551212,,https://www.netto.de/,52.498174892745475,13.576984902501028,
Lidl,Buckower Damm,194,12349,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.42628421584361,13.434256874467527,
Lidl,Bruno-Taut-Straße,4,12524,Berlin,Mo-Sa 07:00-20:00,Lidl,,,,,,yes,wlan,,,,,52.41346669199416,13.570652707610726,
Netto Marken-Discount,Buddestraße,36,13507,Berlin,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Tegel/Buddestr-36/7459/,52.59290140605943,13.285978203656699,
Aldi,Buddestraße,32,13507,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,,52.59185390549737,13.286722830234567,
Rewe,Töpchiner Weg,189-193,12309,Berlin,Mo-Sa 06:00-22:00,REWE,,,,,,yes,,,,,,52.40177204605454,13.413044852040011,
Aldi,Zescher Straße,5,12307,Berlin,Mo-Sa 07:00-21:00; PH off,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/zescher-strasse-3-5/3180965,52.38616807013957,13.401910764576233,
Netto,,,,,Mo-Sa 08:00-20:00; PH off,Netto,,,,,,yes,,,,,,52.38639325413892,13.401041386998392,
Norma,Kaulsdorfer Straße,209,12555,Berlin,Mo-Sa 08:00-20:00; PH off,Norma,,,,,,,,,,,http://www.norma-online.de,52.465788733096,13.575568259752979,
LPG BioMarkt,Mehringdamm,20-30,10961,Berlin,Mo-Sa 08:00-20:00,LPG BioMarkt,,,yes,yes,,yes,,,,,,52.49589839582368,13.388595769735593,
Aldi,Chemnitzer Straße,177,12621,Berlin,Mo-Sa 07:00-21:00; PH off,Aldi Nord,,,,yes,yes,yes,,,+49 800 7234870,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/chemnitzer-strasse-177/3182488,52.490214318911654,13.576633333492591,
Aldi,Silbersteinstraße,146-152,12051,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/silbersteinstrasse-146/3180533,52.46557261455822,13.422138388146452,
Lidl,Dudenstraße,90,10965,Berlin,Mo-Sa 08:00-22:00,Lidl,,,,,,yes,,,,,,52.4853657825119,13.372299019602714,
Aldi,Treseburger Straße,26,13129,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,,,,,yes,,,,,,52.59712447075227,13.464989103560965,
Lidl,Nonnendammallee,175,13599,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,+49 800 4353361,,https://www.lidl.de/filialen/berlin-spandau/haselhorst-nonnendammallee-175.html,52.54007459818619,13.233482752088099,
Netto Marken-Discount,Lise-Meitner-Straße,2,10589,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Charlottenburg/Lise-Meitner-Str-2/5358/,52.526770492821726,13.307669356998439,
Lidl,,,,,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.45575402532264,13.617919106164713,
Aldi,Müggelheimer Straße,36,12555,Berlin,Mo-Sa 07:00-21:00; PH off,Aldi Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/muggelheimer-strasse-36/3182388,52.442261768651285,13.585552592509679,
Aldi,Müggelseedamm,150,12587,Berlin,"Mo-Sa 07:00-21:00; PH,Su off",ALDI Nord,,,yes,yes,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/muggelseedamm-150/3181632,52.44605428425229,13.621936940453784,
Lidl,Lise-Meitner-Straße,6,10589,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.527757828750445,13.30759469542033,
Aldi,Rennbahnstraße,65,13086,Berlin,Mo-Sa 07:00-20:00,Aldi Nord,,,,,,limited,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/rennbahnstrasse-65/3182832,52.56445680486861,13.449969585482785,
Inter Gida - İstanbul Supermarkt,Skalitzer Straße,138,10999,Berlin,Mo-Sa 09:00-20:00,,,,,,,yes,,,,,,52.49920121613088,13.417040967175321,
NG-Markt,Daimlerstraße,91-95,12277,Berlin,"Mo-Sa 07:00-20:00; Su,PH off",,,yes,yes,yes,yes,,,,,info@ngmarkt.de,,52.42165660976832,13.38451681630539,
Lidl,,,,,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,,,,52.46386037431203,13.435328944874911,
Aldi,Esplanade,9,13187,Berlin,Mo-Sa 07:00-21:00,Aldi Nord,,yes,yes,yes,,yes,,,,,,52.55730497542217,13.41182298577003,
PENNY,,,,,Mo-Sa 07:00-22:00,Penny,,,,,,yes,,,,,,52.5608387068627,13.41385402467018,
Lidl,,,,,Mo-Sa 07:00-21:00,Lidl,,,,,,limited,,,,,,52.45788306314756,13.423782260252674,
Aldi,Schönefelder Chaussee,174,12524,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/schonefelder-chaussee-174/3182509,52.40570199717143,13.523593548120585,
Lidl,Lahnstraße,61,,,Mo-Sa 08:00-21:00,Lidl,,,,,,yes,,,,,,52.46798504167928,13.446414836860749,
EDEKA,,,,,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,,,,52.42664781186939,13.448635513694724,
Netto Marken-Discount,Sewanstraße,44,10319,Berlin,"Mo-Sa 07:00-22:00; Su,PH off",Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Friedrichsfelde/Sewanstrasse-44/7734/,52.49749919664249,13.503005947979412,
Lidl,,,,,Mo-Sa 08:00-21:00; PH off,Lidl,,,,,,yes,,,,,,52.446726360546016,13.593177729460221,
Aldi,Schwedter Straße,83,10437,Berlin,Mo-Sa 07:00-22:00,Aldi Nord,,,,,,yes,,,,,,52.548962485060876,13.401648145683781,
Aldi,Köpenicker Landstraße,294,12437,Berlin,Mo-Sa 08:00-21:00,Aldi Nord,,,,,,yes,,,,,,52.46500481114429,13.496024873072871,
REWE,Thiemannstraße,9-11,12059,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,,,,52.478481679962684,13.451338431061986,
Kaufland,Eichhorster Weg,96,13435,Berlin,Mo-Sa 07:00-22:00,Kaufland,,,,,,yes,,,,,https://filiale.kaufland.de/service/filiale/berlin-wittenau-4790.html,52.603549891986994,13.335460440329967,
EDEKA,,,,,PH off; Mo-Sa 07:00-22:00,Edeka,,,,,,,,,,,,52.609688773228,13.328834164396996,
Lidl,Birkbuschstraße,54,12167,Berlin,Mo-Sa 07:00-21:00,Lidl,,yes,yes,yes,,yes,,,,,https://www.lidl.de/f/berlin-steglitz-zehlendorf/steglitz-birkbuschstr-54.html,52.44439002088052,13.331444933496082,
Netto Marken-Discount,,,,,Mo-Sa 07:00-20:00,Netto Marken-Discount,,,,,,,wlan,,,,https://www.netto-online.de/filialen/Berlin-Rosenthal/Hauptstr-103/7457/,52.595577382188566,13.375607746484176,
Netto Marken-Discount,Alt-Friedrichsfelde,25,10315,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Lichtenberg/Alt-Friedrichsfelde-25/7729/,52.50940166369498,13.513887878320041,
Netto Marken-Discount,Emmentaler Straße,12,13407,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Reinickendorf/Emmentaler-Str-12/7616/,52.567621453979704,13.35310576957405,
Lidl,Einbecker Straße,57,10315,Berlin,Mo-Sa 07:00-21:00; PH off,Lidl,,yes,,yes,,yes,no,,,,https://www.lidl.de,52.50980287864848,13.506657619497094,
Aldi,Sundgauer Straße,"83,85",14169,Berlin,Mo-Fr 09:00-18:30; Sa 08:00-16:00,Aldi Nord,,,,,,yes,,,,,,52.43919250822626,13.271310071958704,
Mitte Meer,Berliner Straße,78,14169,Berlin,"Mo-Th 10:00-20:00; Fr,Sa 09:00-20:00; Su,PH off",,,yes,yes,,,yes,,,,,,52.439576523709796,13.276819644845286,
EDEKA Colombino,Sundgauer Straße,109,14167,Berlin,Mo-Sa 07:00-22:00,Edeka,,,,,,yes,,,,,http://www.reichelt-berlin.de/,52.435810138835095,13.274280668811063,
EDEKA,Rhinstraße,17,10315,Berlin,Mo-Fr 07:00-24:00; Sa 07:00-23:30,Edeka,,,,,,yes,,,+493051061223,,https://www.edeka.de/eh/minden-hannover/edeka-rhinstraße-rhinstr.-17/index.jsp,52.51363405293064,13.517703957685004,
Netto Marken-Discount,Hermann-Hesse-Straße,19,13156,Berlin,Mo-Fr 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Pankow/Hermann-Hesse-Str-19/7633/,52.57977091145414,13.399642511676275,
Netto,Wilhelmsruher Damm,13,13158,Berlin,Mo-Sa 07:00-20:00,Netto,,,,,,yes,,,,,https://www.netto.de/geschaefte/berlin/wilhelmsruher-damm-13/5aa089fbeae44b17aa11c0766e260d95/,52.59701574040084,13.371460069024609,
Edeka Stepaniak,Berliner Straße,2,10715,Berlin,Mo-Fr 08:00-20:00; Sa 08:00-18:00,Edeka,,,,,,limited,,,,,,52.48816475006007,13.334719813655035,
Lidl,Eldenaer Straße,34a,10247,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.520891395060744,13.467712985080754,
Netto,Heerstraße,660,13591,Berlin,Mo-Sa 07:00-21:00,Netto,,,,,,yes,,,,,,52.52855254506403,13.125128143558912,
Centro Italia,Sophie-Charlotten-Straße,9-10,14059,Berlin,Mo-Fr 09:00-18:30; Sa 10:00-16:00,,,,,,,yes,,,+49303021728,,https://www.centro-italia.de/,52.521213336882255,13.28531460025395,
Netto Marken-Discount,,,,,Mo-Sa 07:00-21:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Rudow/Stubenrauchstr-97/7735/,52.43205364887719,13.49655837055535,
Lidl,Gervinusstraße,30,10629,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,,,https://www.lidl.de/filialen/berlin-charlottenburg-wilmersdorf/charlottenburg-gervinusstr-30.html,52.50293956576036,13.298469456705673,
Aldi,Heilbronner Straße,26a,10711,Berlin,Mo-Sa 07:00-22:00,Aldi Nord,,,,,,yes,,,,,,52.50016451791002,13.288577508123856,
Netto Marken-Discount,Heilbronner Straße,19,10711,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Wilmersdorf/Heilbronner-Str-19/7617/,52.50120816812097,13.292157221284715,
Lidl,Grünauer Straße,118,12557,Berlin,Mo-Sa 07:00-21:00; PH off,Lidl,,,,,,yes,,,,,https://www.lidl.de/,52.436833961814514,13.570463519051218,
Edeka,Sprengelstraße,37,13353,Berlin,Mo-Fr 08:00-20:00; Sa 08:00-20:00; PH off,Edeka,,,,,,yes,,,,,,52.54161071725815,13.35557142853475,
Lidl,Große-Leege-Straße,95,13055,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.54285990267641,13.497584668577636,
Lidl,Lichtenrader Damm,219,12305,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.392977684609164,13.40730776915083,
REWE,Konrad-Wolf-Straße,24,13055,Berlin,Mo-Sa 07:00-22:00,Rewe,,,,,,yes,,,,,,52.54381970598457,13.490539242799786,
Lidl,Gehrenseestraße,11,13053,Berlin,Mo-Sa 07:00-21:00,Lidl,,,,,,yes,,,,,,52.5501140096791,13.514523092086895,
Netto Marken-Discount,Goerzallee,220,14167,Berlin,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Lichterfelde/Goerzallee-220/7722/,52.41796254082392,13.28563674494329,
Edeka Kitschun,Buschallee,88,13088,Berlin,"Mo-Sa 07:30-20:00; Su,PH off",Edeka,,,,,,yes,,,,,,52.55382802614787,13.47546743700841,
Lidl,Kreuzbergstraße,40,10965,Berlin,Mo-Sa 07:00-22:00,Lidl,,,,,,yes,,,+49 800 4353361,,https://www.lidl.de/filialen/berlin-tempelhof-schoeneberg/schoeneberg-kreuzbergstr-40.html,52.489808456477434,13.374895700179529,
Aldi,Tangermünder Straße,125,12627,Berlin,Mo-Sa 07:00-21:00; PH off,ALDI Nord,,,,yes,yes,yes,,,,,https://www.aldi-nord.de/tools/filialen-und-oeffnungszeiten/berlin/hellersdorf/tangermuender-strasse-125.html,52.54009295813638,13.608584951216098,
Netto Marken-Discount,,,,,Mo-Sa 07:00-22:00,Netto Marken-Discount,,,,,,yes,,,,,https://www.netto-online.de/filialen/Berlin-Marzahn/Martha-Arendsee-Str-4/7639/,52.53492823643354,13.540408252273814,
Aldi,Dingolfinger Straße,1,12683,Berlin,Mo-Sa 8:00-20:00; PH off,ALDI Nord,,,,,,yes,,,,,https://www.aldi-nord.de/filialen-und-oeffnungszeiten.html/l/berlin/dingolfinger-strasse-1/3180873,52.51038972826571,13.562620757333036,
EDEKA,Siemensstraße,22,12247,Berlin,Mo-Fr 07:00-00:00; Sa 07:00-23:00,Edeka,,,,,,yes,wlan,,+49 30 76903628,,https://www.edeka.de/eh/minden-hannover/edeka-siemensstra%C3%9Fe-siemensstr.-21-23/index.jsp,52.444134824619354,13.335792063274601,
EDEKA,Bizetstraße,25-27,13088,Berlin,Mo-Fr 07:00-22:00; Sa 07:00-22:00,Edeka,,,,,,yes,,,+49 30 34353125,,https://www.edeka.de/eh/minden-hannover/edeka-hannemann-bizetstr.-25-27/index.jsp,52.54763654333806,13.451597591145351,
Aldi,Schöneberger Straße,28,12103,Berlin,Mo-Sa 07:00-21:00,ALDI Nord,,,,,,yes,,,,,,52.46826179287564,13.374004049434397,
Lidl,Feldberger Ring,1,12619,Berlin,Mo-Sa 07:00-21:00; PH off,Lidl,,,,,,yes,,,,,,52.527927831545384,13.587950747373831,
